Time (UTC),Channel1,Channel2,Channel3
05/22/21 13:39:10,223.6,,
05/22/21 13:39:15,223.6,,
05/22/21 13:40:10,224.6,,
05/22/21 13:40:15,224.6,,
05/22/21 13:41:10,224.3,,
05/22/21 13:41:15,224.3,,
05/22/21 13:42:10,226.6,,
05/22/21 13:42:15,226.6,,
05/22/21 13:43:10,229.0,,
05/22/21 13:43:15,229.0,,
05/22/21 13:44:10,232.8,,
05/22/21 13:44:15,232.8,,
05/22/21 13:45:10,237.9,,
05/22/21 13:45:15,237.9,,
05/22/21 13:46:10,200.2,,
05/22/21 13:46:15,200.2,,
05/22/21 13:46:35,,38.7,
05/22/21 13:46:40,,38.7,37.0
05/22/21 13:46:45,,,37.0
05/22/21 13:47:10,205.9,,
05/22/21 13:47:15,205.9,,
05/22/21 13:47:35,,37.1,
05/22/21 13:47:40,,37.1,35.3
05/22/21 13:47:45,,,35.3
05/22/21 13:48:10,230.0,,
05/22/21 13:48:15,230.0,,
05/22/21 13:48:35,,36.9,
05/22/21 13:48:40,,36.9,35.2
05/22/21 13:48:45,,,35.2
05/22/21 13:49:10,239.6,,
05/22/21 13:49:15,239.6,,
05/22/21 13:49:35,,36.9,
05/22/21 13:49:40,,36.9,35.3
05/22/21 13:49:45,,,35.3
05/22/21 13:50:10,242.4,,
05/22/21 13:50:15,242.4,,
05/22/21 13:50:35,,37.2,
05/22/21 13:50:40,,37.2,35.2
05/22/21 13:50:45,,,35.2
05/22/21 13:51:10,243.1,,
05/22/21 13:51:15,243.1,,
05/22/21 13:51:35,,37.5,
05/22/21 13:51:40,,37.5,35.2
05/22/21 13:51:45,,,35.2
05/22/21 13:52:10,242.6,,
05/22/21 13:52:15,242.6,,
05/22/21 13:52:35,,37.9,
05/22/21 13:52:40,,37.9,35.6
05/22/21 13:52:45,,,35.6
05/22/21 13:53:10,241.7,,
05/22/21 13:53:15,241.7,,
05/22/21 13:53:35,,38.4,
05/22/21 13:53:40,,38.4,35.7
05/22/21 13:53:45,,,35.7
05/22/21 13:54:10,241.4,,
05/22/21 13:54:15,241.4,,
05/22/21 13:54:35,,39.1,
05/22/21 13:54:40,,39.1,36.0
05/22/21 13:54:45,,,36.0
05/22/21 13:55:10,242.1,,
05/22/21 13:55:15,242.1,,
05/22/21 13:55:35,,39.9,
05/22/21 13:55:40,,39.9,36.0
05/22/21 13:55:45,,,36.0
05/22/21 13:56:10,241.9,,
05/22/21 13:56:15,241.9,,
05/22/21 13:56:35,,40.6,
05/22/21 13:56:40,,40.6,36.4
05/22/21 13:56:45,,,36.4
05/22/21 13:57:10,242.1,,
05/22/21 13:57:15,242.1,,
05/22/21 13:57:35,,41.4,
05/22/21 13:57:40,,41.4,36.7
05/22/21 13:57:45,,,36.7
05/22/21 13:58:10,240.4,,
05/22/21 13:58:15,240.4,,
05/22/21 13:58:35,,42.2,
05/22/21 13:58:40,,42.2,37.1
05/22/21 13:58:45,,,37.1
05/22/21 13:59:10,240.2,,
05/22/21 13:59:15,240.2,,
05/22/21 13:59:35,,43.1,
05/22/21 13:59:40,,43.1,37.6
05/22/21 13:59:45,,,37.6
05/22/21 14:00:10,240.1,,
05/22/21 14:00:15,240.1,,
05/22/21 14:00:35,,44.1,
05/22/21 14:00:40,,44.1,38.0
05/22/21 14:00:45,,,38.0
05/22/21 14:01:10,239.8,,
05/22/21 14:01:15,239.8,,
05/22/21 14:01:35,,45.1,
05/22/21 14:01:40,,45.1,38.5
05/22/21 14:01:45,,,38.5
05/22/21 14:02:10,239.9,,
05/22/21 14:02:15,239.9,,
05/22/21 14:02:35,,46.0,
05/22/21 14:02:40,,46.0,39.2
05/22/21 14:02:45,,,39.2
05/22/21 14:03:10,240.4,,
05/22/21 14:03:15,240.4,,
05/22/21 14:03:35,,47.1,
05/22/21 14:03:40,,47.1,39.8
05/22/21 14:03:45,,,39.8
05/22/21 14:04:10,240.8,,
05/22/21 14:04:15,240.8,,
05/22/21 14:04:35,,48.2,
05/22/21 14:04:40,,48.2,40.4
05/22/21 14:04:45,,,40.4
05/22/21 14:05:10,241.3,,
05/22/21 14:05:15,241.3,,
05/22/21 14:05:35,,49.4,
05/22/21 14:05:40,,49.4,41.1
05/22/21 14:05:45,,,41.1
05/22/21 14:06:10,241.7,,
05/22/21 14:06:15,241.7,,
05/22/21 14:06:35,,50.5,
05/22/21 14:06:40,,50.5,41.9
05/22/21 14:06:45,,,41.9
05/22/21 14:07:10,242.3,,
05/22/21 14:07:15,242.3,,
05/22/21 14:07:35,,51.8,
05/22/21 14:07:40,,51.8,42.7
05/22/21 14:07:45,,,42.7
05/22/21 14:08:10,243.4,,
05/22/21 14:08:15,243.4,,
05/22/21 14:08:35,,52.9,
05/22/21 14:08:40,,52.9,43.4
05/22/21 14:08:45,,,43.4
05/22/21 14:09:10,242.5,,
05/22/21 14:09:15,242.5,,
05/22/21 14:09:35,,54.2,
05/22/21 14:09:40,,54.2,44.3
05/22/21 14:09:45,,,44.3
05/22/21 14:10:10,242.1,,
05/22/21 14:10:15,242.1,,
05/22/21 14:10:35,,55.6,
05/22/21 14:10:40,,55.6,45.4
05/22/21 14:10:45,,,45.4
05/22/21 14:11:10,243.3,,
05/22/21 14:11:15,243.3,,
05/22/21 14:11:35,,56.8,
05/22/21 14:11:40,,56.8,46.1
05/22/21 14:11:45,,,46.1
05/22/21 14:12:10,244.0,,
05/22/21 14:12:15,244.0,,
05/22/21 14:12:35,,58.2,
05/22/21 14:12:40,,58.2,47.1
05/22/21 14:12:45,,,47.1
05/22/21 14:13:10,244.3,,
05/22/21 14:13:15,244.3,,
05/22/21 14:13:35,,59.4,
05/22/21 14:13:40,,59.4,48.1
05/22/21 14:13:45,,,48.1
05/22/21 14:14:10,244.7,,
05/22/21 14:14:15,244.7,,
05/22/21 14:14:35,,60.7,
05/22/21 14:14:40,,60.7,49.1
05/22/21 14:14:45,,,49.1
05/22/21 14:15:10,245.2,,
05/22/21 14:15:15,245.2,,
05/22/21 14:15:35,,62.1,
05/22/21 14:15:40,,62.1,50.2
05/22/21 14:15:45,,,50.2
05/22/21 14:16:10,244.8,,
05/22/21 14:16:15,244.8,,
05/22/21 14:16:35,,63.3,
05/22/21 14:16:40,,63.3,51.2
05/22/21 14:16:45,,,51.2
05/22/21 14:17:10,245.3,,
05/22/21 14:17:15,245.3,,
05/22/21 14:17:35,,64.5,
05/22/21 14:17:40,,64.5,52.3
05/22/21 14:17:45,,,52.3
05/22/21 14:18:10,246.1,,
05/22/21 14:18:15,246.1,,
05/22/21 14:18:35,,65.6,
05/22/21 14:18:40,,65.6,53.3
05/22/21 14:18:45,,,53.3
05/22/21 14:19:10,247.7,,
05/22/21 14:19:15,247.7,,
05/22/21 14:19:35,,66.9,
05/22/21 14:19:40,,66.9,54.4
05/22/21 14:19:45,,,54.4
05/22/21 14:20:10,248.1,,
05/22/21 14:20:15,248.1,,
05/22/21 14:20:35,,68.1,
05/22/21 14:20:40,,68.1,55.6
05/22/21 14:20:45,,,55.6
05/22/21 14:21:10,248.8,,
05/22/21 14:21:15,248.8,,
05/22/21 14:21:35,,69.2,
05/22/21 14:21:40,,69.2,56.7
05/22/21 14:21:45,,,56.7
05/22/21 14:22:10,249.4,,
05/22/21 14:22:15,249.4,,
05/22/21 14:22:35,,70.3,
05/22/21 14:22:40,,70.3,57.9
05/22/21 14:22:45,,,57.9
05/22/21 14:23:10,249.8,,
05/22/21 14:23:15,249.8,,
05/22/21 14:23:35,,71.5,
05/22/21 14:23:40,,71.5,59.1
05/22/21 14:23:45,,,59.1
05/22/21 14:24:10,249.2,,
05/22/21 14:24:15,249.2,,
05/22/21 14:24:35,,72.6,
05/22/21 14:24:40,,72.6,60.3
05/22/21 14:24:45,,,60.3
05/22/21 14:25:10,248.1,,
05/22/21 14:25:15,248.1,,
05/22/21 14:25:35,,73.8,
05/22/21 14:25:40,,73.8,61.5
05/22/21 14:25:45,,,61.5
05/22/21 14:26:10,248.5,,
05/22/21 14:26:15,248.5,,
05/22/21 14:26:35,,74.9,
05/22/21 14:26:40,,74.9,62.7
05/22/21 14:26:45,,,62.7
05/22/21 14:27:10,248.9,,
05/22/21 14:27:15,248.9,,
05/22/21 14:27:35,,76.0,
05/22/21 14:27:40,,76.0,63.8
05/22/21 14:27:45,,,63.8
05/22/21 14:28:10,249.2,,
05/22/21 14:28:15,249.2,,
05/22/21 14:28:35,,77.1,
05/22/21 14:28:40,,77.1,65.1
05/22/21 14:28:45,,,65.1
05/22/21 14:29:10,249.4,,
05/22/21 14:29:15,249.4,,
05/22/21 14:29:35,,78.1,
05/22/21 14:29:40,,78.1,66.3
05/22/21 14:29:45,,,66.3
05/22/21 14:30:10,250.4,,
05/22/21 14:30:15,250.4,,
05/22/21 14:30:35,,79.2,
05/22/21 14:30:40,,79.2,67.5
05/22/21 14:30:45,,,67.5
05/22/21 14:31:10,251.0,,
05/22/21 14:31:15,251.0,,
05/22/21 14:31:35,,80.2,
05/22/21 14:31:40,,80.2,68.6
05/22/21 14:31:45,,,68.6
05/22/21 14:32:10,251.2,,
05/22/21 14:32:15,251.2,,
05/22/21 14:32:35,,81.2,
05/22/21 14:32:40,,81.2,69.8
05/22/21 14:32:45,,,69.8
05/22/21 14:33:10,250.6,,
05/22/21 14:33:15,250.6,,
05/22/21 14:33:35,,82.3,
05/22/21 14:33:40,,82.3,70.9
05/22/21 14:33:45,,,70.9
05/22/21 14:34:10,250.4,,
05/22/21 14:34:15,250.4,,
05/22/21 14:34:35,,83.3,
05/22/21 14:34:40,,83.3,72.1
05/22/21 14:34:45,,,72.1
05/22/21 14:35:10,250.5,,
05/22/21 14:35:15,250.5,,
05/22/21 14:35:35,,84.3,
05/22/21 14:35:40,,84.3,73.3
05/22/21 14:35:45,,,73.3
05/22/21 14:36:10,250.6,,
05/22/21 14:36:15,250.6,,
05/22/21 14:36:35,,85.3,
05/22/21 14:36:40,,85.3,74.4
05/22/21 14:36:45,,,74.4
05/22/21 14:37:10,248.9,,
05/22/21 14:37:15,248.9,,
05/22/21 14:37:35,,86.4,
05/22/21 14:37:40,,86.4,75.5
05/22/21 14:37:45,,,75.5
05/22/21 14:38:10,248.9,,
05/22/21 14:38:15,248.9,,
05/22/21 14:38:35,,87.4,
05/22/21 14:38:40,,87.4,76.6
05/22/21 14:38:45,,,76.6
05/22/21 14:39:10,249.5,,
05/22/21 14:39:15,249.5,,
05/22/21 14:39:35,,88.4,
05/22/21 14:39:40,,88.4,77.8
05/22/21 14:39:45,,,77.8
05/22/21 14:40:10,249.7,,
05/22/21 14:40:15,249.7,,
05/22/21 14:40:35,,89.4,
05/22/21 14:40:40,,89.4,78.9
05/22/21 14:40:45,,,78.9
05/22/21 14:41:10,249.7,,
05/22/21 14:41:15,249.7,,
05/22/21 14:41:35,,90.5,
05/22/21 14:41:40,,90.5,80.0
05/22/21 14:41:45,,,80.0
05/22/21 14:42:10,249.1,,
05/22/21 14:42:15,249.1,,
05/22/21 14:42:35,,91.5,
05/22/21 14:42:40,,91.5,81.1
05/22/21 14:42:45,,,81.1
05/22/21 14:43:10,248.5,,
05/22/21 14:43:15,248.5,,
05/22/21 14:43:35,,92.5,
05/22/21 14:43:40,,92.5,82.2
05/22/21 14:43:45,,,82.2
05/22/21 14:44:10,248.5,,
05/22/21 14:44:15,248.5,,
05/22/21 14:44:35,,93.5,
05/22/21 14:44:40,,93.5,83.3
05/22/21 14:44:45,,,83.3
05/22/21 14:45:10,248.8,,
05/22/21 14:45:15,248.8,,
05/22/21 14:45:35,,94.5,
05/22/21 14:45:40,,94.5,84.4
05/22/21 14:45:45,,,84.4
05/22/21 14:46:10,249.5,,
05/22/21 14:46:15,249.5,,
05/22/21 14:46:35,,95.5,
05/22/21 14:46:40,,95.5,85.5
05/22/21 14:46:45,,,85.5
05/22/21 14:47:10,250.2,,
05/22/21 14:47:15,250.2,,
05/22/21 14:47:35,,96.5,
05/22/21 14:47:40,,96.5,86.5
05/22/21 14:47:45,,,86.5
05/22/21 14:48:10,249.2,,
05/22/21 14:48:15,249.2,,
05/22/21 14:48:35,,97.4,
05/22/21 14:48:40,,97.4,87.6
05/22/21 14:48:45,,,87.6
05/22/21 14:49:10,248.8,,
05/22/21 14:49:15,248.8,,
05/22/21 14:49:35,,98.4,
05/22/21 14:49:40,,98.4,88.6
05/22/21 14:49:45,,,88.6
05/22/21 14:50:10,248.6,,
05/22/21 14:50:15,248.6,,
05/22/21 14:50:35,,99.3,
05/22/21 14:50:40,,99.3,89.8
05/22/21 14:50:45,,,89.8
05/22/21 14:51:10,248.7,,
05/22/21 14:51:15,248.7,,
05/22/21 14:51:35,,100.2,
05/22/21 14:51:40,,100.2,90.8
05/22/21 14:51:45,,,90.8
05/22/21 14:52:10,248.7,,
05/22/21 14:52:15,248.7,,
05/22/21 14:52:35,,101.1,
05/22/21 14:52:40,,101.1,91.8
05/22/21 14:52:45,,,91.8
05/22/21 14:53:10,248.5,,
05/22/21 14:53:15,248.5,,
05/22/21 14:53:35,,102.0,
05/22/21 14:53:40,,102.0,92.8
05/22/21 14:53:45,,,92.8
05/22/21 14:54:10,248.7,,
05/22/21 14:54:15,248.7,,
05/22/21 14:54:35,,102.8,
05/22/21 14:54:40,,102.8,93.8
05/22/21 14:54:45,,,93.8
05/22/21 14:55:10,248.5,,
05/22/21 14:55:15,248.5,,
05/22/21 14:55:35,,103.7,
05/22/21 14:55:40,,103.7,94.8
05/22/21 14:55:45,,,94.8
05/22/21 14:56:10,248.2,,
05/22/21 14:56:15,248.2,,
05/22/21 14:56:35,,104.6,
05/22/21 14:56:40,,104.6,95.8
05/22/21 14:56:45,,,95.8
05/22/21 14:57:10,247.8,,
05/22/21 14:57:15,247.8,,
05/22/21 14:57:35,,105.4,
05/22/21 14:57:40,,105.4,96.8
05/22/21 14:57:45,,,96.8
05/22/21 14:58:10,247.0,,
05/22/21 14:58:15,247.0,,
05/22/21 14:58:35,,106.2,
05/22/21 14:58:40,,106.2,97.7
05/22/21 14:58:45,,,97.7
05/22/21 14:59:10,247.2,,
05/22/21 14:59:15,247.2,,
05/22/21 14:59:35,,107.0,
05/22/21 14:59:40,,107.0,98.7
05/22/21 14:59:45,,,98.7
05/22/21 15:00:10,247.4,,
05/22/21 15:00:15,247.4,,
05/22/21 15:00:35,,107.8,
05/22/21 15:00:40,,107.8,99.5
05/22/21 15:00:45,,,99.5
05/22/21 15:01:10,248.1,,
05/22/21 15:01:15,248.1,,
05/22/21 15:01:35,,108.6,
05/22/21 15:01:40,,108.6,100.5
05/22/21 15:01:45,,,100.5
05/22/21 15:02:10,248.5,,
05/22/21 15:02:15,248.5,,
05/22/21 15:02:35,,109.3,
05/22/21 15:02:40,,109.3,101.4
05/22/21 15:02:45,,,101.4
05/22/21 15:03:10,248.2,,
05/22/21 15:03:15,248.2,,
05/22/21 15:03:35,,110.1,
05/22/21 15:03:40,,110.1,102.2
05/22/21 15:03:45,,,102.2
05/22/21 15:04:10,248.0,,
05/22/21 15:04:15,248.0,,
05/22/21 15:04:35,,110.9,
05/22/21 15:04:40,,110.9,103.1
05/22/21 15:04:45,,,103.1
05/22/21 15:05:10,247.8,,
05/22/21 15:05:15,247.8,,
05/22/21 15:05:35,,111.6,
05/22/21 15:05:40,,111.6,104.0
05/22/21 15:05:45,,,104.0
05/22/21 15:06:10,247.7,,
05/22/21 15:06:15,247.7,,
05/22/21 15:06:35,,112.4,
05/22/21 15:06:40,,112.4,104.8
05/22/21 15:06:45,,,104.8
05/22/21 15:07:10,247.5,,
05/22/21 15:07:15,247.5,,
05/22/21 15:07:35,,113.1,
05/22/21 15:07:40,,113.1,105.6
05/22/21 15:07:45,,,105.6
05/22/21 15:08:10,247.5,,
05/22/21 15:08:15,247.5,,
05/22/21 15:08:35,,113.8,
05/22/21 15:08:40,,113.8,106.4
05/22/21 15:08:45,,,106.4
05/22/21 15:09:10,248.3,,
05/22/21 15:09:15,248.3,,
05/22/21 15:09:35,,114.5,
05/22/21 15:09:40,,114.5,107.2
05/22/21 15:09:45,,,107.2
05/22/21 15:10:10,249.7,,
05/22/21 15:10:15,249.7,,
05/22/21 15:10:35,,115.2,
05/22/21 15:10:40,,115.2,108.0
05/22/21 15:10:45,,,108.0
05/22/21 15:11:10,251.7,,
05/22/21 15:11:15,251.7,,
05/22/21 15:11:35,,115.9,
05/22/21 15:11:40,,115.9,108.8
05/22/21 15:11:45,,,108.8
05/22/21 15:12:10,252.4,,
05/22/21 15:12:15,252.4,,
05/22/21 15:12:35,,116.5,
05/22/21 15:12:40,,116.5,109.5
05/22/21 15:12:45,,,109.5
05/22/21 15:13:10,252.3,,
05/22/21 15:13:15,252.3,,
05/22/21 15:13:35,,117.2,
05/22/21 15:13:40,,117.2,110.2
05/22/21 15:13:45,,,110.2
05/22/21 15:14:10,252.5,,
05/22/21 15:14:15,252.5,,
05/22/21 15:14:35,,117.9,
05/22/21 15:14:40,,117.9,111.0
05/22/21 15:14:45,,,111.0
05/22/21 15:15:10,252.5,,
05/22/21 15:15:15,252.5,,
05/22/21 15:15:35,,118.6,
05/22/21 15:15:40,,118.6,111.7
05/22/21 15:15:45,,,111.7
05/22/21 15:16:10,253.2,,
05/22/21 15:16:15,253.2,,
05/22/21 15:16:35,,119.3,
05/22/21 15:16:40,,119.3,112.4
05/22/21 15:16:45,,,112.4
05/22/21 15:17:10,254.3,,
05/22/21 15:17:15,254.3,,
05/22/21 15:17:35,,120.0,
05/22/21 15:17:40,,120.0,113.1
05/22/21 15:17:45,,,113.1
05/22/21 15:18:10,254.3,,
05/22/21 15:18:15,254.3,,
05/22/21 15:18:35,,120.6,
05/22/21 15:18:40,,120.6,113.8
05/22/21 15:18:45,,,113.8
05/22/21 15:19:10,253.6,,
05/22/21 15:19:15,253.6,,
05/22/21 15:19:35,,121.3,
05/22/21 15:19:40,,121.3,114.5
05/22/21 15:19:45,,,114.5
05/22/21 15:20:10,253.6,,
05/22/21 15:20:15,253.6,,
05/22/21 15:20:35,,121.9,
05/22/21 15:20:40,,121.9,115.1
05/22/21 15:20:45,,,115.1
05/22/21 15:21:10,255.0,,
05/22/21 15:21:15,255.0,,
05/22/21 15:21:35,,122.5,
05/22/21 15:21:40,,122.5,115.8
05/22/21 15:21:45,,,115.8
05/22/21 15:22:10,256.4,,
05/22/21 15:22:15,256.4,,
05/22/21 15:22:35,,123.1,
05/22/21 15:22:40,,123.1,116.4
05/22/21 15:22:45,,,116.4
05/22/21 15:23:10,256.7,,
05/22/21 15:23:15,256.7,,
05/22/21 15:23:35,,123.8,
05/22/21 15:23:40,,123.8,117.0
05/22/21 15:23:45,,,117.0
05/22/21 15:24:10,256.4,,
05/22/21 15:24:15,256.4,,
05/22/21 15:24:35,,124.3,
05/22/21 15:24:40,,124.3,117.7
05/22/21 15:24:45,,,117.7
05/22/21 15:25:10,256.3,,
05/22/21 15:25:15,256.3,,
05/22/21 15:25:35,,124.9,
05/22/21 15:25:40,,124.9,118.2
05/22/21 15:25:45,,,118.2
05/22/21 15:26:10,256.6,,
05/22/21 15:26:15,256.6,,
05/22/21 15:26:35,,125.5,
05/22/21 15:26:40,,125.5,118.8
05/22/21 15:26:45,,,118.8
05/22/21 15:27:10,257.0,,
05/22/21 15:27:15,257.0,,
05/22/21 15:27:35,,126.1,
05/22/21 15:27:40,,126.1,119.4
05/22/21 15:27:45,,,119.4
05/22/21 15:28:10,257.1,,
05/22/21 15:28:15,257.1,,
05/22/21 15:28:35,,126.6,
05/22/21 15:28:40,,126.6,120.0
05/22/21 15:28:45,,,120.0
05/22/21 15:29:10,257.9,,
05/22/21 15:29:15,257.9,,
05/22/21 15:29:35,,127.2,
05/22/21 15:29:40,,127.2,120.5
05/22/21 15:29:45,,,120.5
05/22/21 15:30:10,257.1,,
05/22/21 15:30:15,257.1,,
05/22/21 15:30:35,,127.7,
05/22/21 15:30:40,,127.7,121.1
05/22/21 15:30:45,,,121.1
05/22/21 15:31:10,258.4,,
05/22/21 15:31:15,258.4,,
05/22/21 15:31:35,,128.2,
05/22/21 15:31:40,,128.2,121.7
05/22/21 15:31:45,,,121.7
05/22/21 15:32:10,258.1,,
05/22/21 15:32:15,258.1,,
05/22/21 15:32:35,,128.7,
05/22/21 15:32:40,,128.7,122.2
05/22/21 15:32:45,,,122.2
05/22/21 15:33:10,260.2,,
05/22/21 15:33:15,260.2,,
05/22/21 15:33:35,,129.2,
05/22/21 15:33:40,,129.2,122.7
05/22/21 15:33:45,,,122.7
05/22/21 15:34:10,261.7,,
05/22/21 15:34:15,261.7,,
05/22/21 15:34:35,,129.7,
05/22/21 15:34:40,,129.7,123.3
05/22/21 15:34:45,,,123.3
05/22/21 15:35:10,261.3,,
05/22/21 15:35:15,261.3,,
05/22/21 15:35:35,,130.2,
05/22/21 15:35:40,,130.2,123.8
05/22/21 15:35:45,,,123.8
05/22/21 15:36:10,260.4,,
05/22/21 15:36:15,260.4,,
05/22/21 15:36:35,,130.7,
05/22/21 15:36:40,,130.7,124.3
05/22/21 15:36:45,,,124.3
05/22/21 15:37:10,259.5,,
05/22/21 15:37:15,259.5,,
05/22/21 15:37:35,,131.2,
05/22/21 15:37:40,,131.2,124.8
05/22/21 15:37:45,,,124.8
05/22/21 15:38:10,262.2,,
05/22/21 15:38:15,262.2,,
05/22/21 15:38:35,,131.7,
05/22/21 15:38:40,,131.7,125.3
05/22/21 15:38:45,,,125.3
05/22/21 15:39:10,259.4,,
05/22/21 15:39:15,259.4,,
05/22/21 15:39:35,,132.2,
05/22/21 15:39:40,,132.2,125.8
05/22/21 15:39:45,,,125.8
05/22/21 15:40:10,262.1,,
05/22/21 15:40:15,262.1,,
05/22/21 15:40:35,,132.7,
05/22/21 15:40:40,,132.7,126.3
05/22/21 15:40:45,,,126.3
05/22/21 15:41:10,261.1,,
05/22/21 15:41:15,261.1,,
05/22/21 15:41:35,,133.2,
05/22/21 15:41:40,,133.2,126.7
05/22/21 15:41:45,,,126.7
05/22/21 15:42:10,261.0,,
05/22/21 15:42:15,261.0,,
